aahed,148.254777
aalii,6.433693
aapas,3.201844
aargh,22.739724
aarti,53.961094
abaca,1441.310265
abaci,291.044872
aback,9348.001844
abacs,10.185400
abaft,2007.227670
abaht,115.732388
abaka,10.372478
abamp,6.836680
aband,181.041045
abase,921.725468
abash,317.420763
abask,1.767259
abate,15337.367625
abaya,169.518960
abbas,489.534306
abbed,11.206301
abbes,116.919942
abbey,20241.128787
abbot,21403.893912
abcee,1.366091
abeam,1002.025239
abear,93.364352
abeat,33.721853
abeer,13.430441
abele,41.160526
abeng,17.839313
abers,19.768669
abets,1198.205146
abeys,1.291671
abhor,5679.266113
abide,43666.750956
abies,1277.201524
abius,15.689530
abjad,44.194323
abjud,0.0
abled,846.074424
abler,2431.665015
ables,1069.605239
ablet,39.534351
ablow,43.165788
abmho,4.074762
abnet,3.749591
abode,38665.580996
abohm,8.870058
aboil,51.613668
aboma,8.848635
aboon,281.146711
abord,714.939434
abore,394.642962
aborn,8.882408
abort,5945.326534
about,9888351.548801
above,2800516.664993
abram,68.498211
abray,3.431779
abrim,30.682539
abrin,175.739214
abris,41.728894
absey,4.757489
absit,166.736804
abuna,46.339824
abune,136.988461
abura,38.963804
aburn,4.918964
abuse,257215.843859
abuts,2548.771483
abuzz,585.803240
abyes,1.779777
abysm,232.643903
abyss,17684.529208
acais,3.302257
acara,56.413827
acari,198.143477
accas,6.731831
accha,24.406853
accoy,2.690104
accra,33.081800
acedy,3.386220
acene,40.591418
acerb,74.574674
acers,113.086775
aceta,33.053082
achar,84.299154
ached,12555.232063
acher,125.750753
aches,8101.375115
achey,23.117559
achoo,23.138052
acids,202278.698852
acidy,58.030396
acies,347.747531
acing,296.085066
acini,2002.131596
ackee,129.652374
acker,187.480201
acmes,26.756942
acmic,4.986440
acned,36.672372
acnes,486.696883
acock,36.223023
acoel,32.211847
acold,46.942103
acone,16.555935
acorn,4889.270999
acral,314.753815
acred,195.294985
acres,431679.827963
acrid,7062.799350
acron,51.820677
acros,316.677073
acryl,165.755717
actas,138.691752
acted,224601.666667
actin,14828.970993
acton,279.844156
actor,98910.990710
actus,2181.029750
acute,265949.880740
acyls,28.761501
adage,7587.171816
adapt,67309.677081
adats,16.526358
adawn,1.514842
adaws,1.258549
adays,332.843774
adbot,1.428990
addas,32.695203
addax,75.009888
added,1131327.033314
adder,5558.733980
addin,279.124366
addio,115.833598
addle,433.953964
addra,7.779345
adead,26.774958
adeem,47.470504
adept,14093.179104
adhan,89.416827
adhoc,408.372925
adieu,7101.758122
adios,239.277553
adits,1242.272543
adlib,34.712431
adman,274.270244
admen,199.953174
admin,8331.693910
admit,256365.407636
admix,170.749873
adnex,9.224193
adobe,8260.625149
adobo,273.351579
adoon,5.957539
adopt,224538.579550
adorb,1.350675
adore,13532.025966
adorn,14194.581245
adown,1082.432940
adoze,4.133064
